name,cmc,color_identity,type_line,rarity,power,toughness,keywords,set_type,oracle_text_length,year_released,is_reprint,is_reserved,num_colors,is_creature,is_legendary,card_age_days,edhrec_rank
Corrupted Grafstone,2.0,,Artifact,rare,,,,expansion,127,2016,False,False,0,False,False,2490,8439
Temporary Lockdown,3.0,W,Enchantment,rare,,,,expansion,151,2022,False,False,1,False,False,145,12348
"Jermane, Pride of the Circus",2.0,G,Legendary Creature — Cat Performer,rare,2,3,,funny,184,2022,False,False,1,True,True,117,23906
Whelming Wave,4.0,U,Sorcery,rare,,,,draft_innovation,100,2020,True,False,1,False,False,803,1292
Identity Crisis,6.0,"B,W",Sorcery,rare,,,,expansion,56,2009,False,False,2,False,False,5025,17359
Citanul Centaurs,4.0,G,Creature — Centaur,rare,6,3,"Shroud,Echo",expansion,229,1998,False,True,1,True,False,8878,22995
Suspicious Stowaway // Seafaring Werewolf,2.0,"G,U",Creature — Human Rogue Werewolf // Creature — Werewolf,rare,,,"Daybound,Nightbound",expansion,0,2021,False,False,2,True,False,495,8044
Bogardan Phoenix,5.0,R,Creature — Phoenix,rare,3,3,Flying,expansion,166,1997,False,True,1,True,False,9494,17055
Plea for Power,4.0,U,Sorcery,rare,,,Will of the council,masters,209,2014,True,False,1,False,False,3152,5130
Kappa Cannoneer,6.0,U,Artifact Creature — Turtle Warrior,rare,4,4,"Improvise,Ward",commander,279,2022,False,False,1,True,False,348,2797
Lux Artillery,4.0,,Artifact,rare,,,,commander,323,2023,False,False,0,False,False,-2,11961
Ethereal Elk,5.0,G,Creature — Elk Spirit,rare,3,3,Trample,core,221,2019,False,False,1,True,False,1300,19533
"Astor, Bearer of Blades",4.0,"R,W",Legendary Creature — Human Warrior,rare,4,4,,expansion,318,2022,False,False,2,True,True,145,6927
Tempting Wurm,2.0,G,Creature — Wurm,rare,5,5,,expansion,167,2002,False,False,1,True,False,7422,8599
Angel of Fury,6.0,W,Creature — Angel,rare,3,5,Flying,masters,76,2008,True,False,1,True,False,5245,23443
"Sygg, River Guide",2.0,"U,W",Legendary Creature — Merfolk Wizard,rare,2,2,"Landwalk,Islandwalk",expansion,192,2007,False,False,2,True,True,5591,12486
Magnigoth Treefolk,5.0,G,Creature — Treefolk,rare,2,6,Domain,expansion,184,2001,False,False,1,True,False,8031,11584
"Krav, the Unredeemed",5.0,B,Legendary Creature — Demon,rare,3,3,"Partner with,Partner",draft_innovation,275,2018,False,False,1,True,True,1699,3956
"Rishkar, Peema Renegade",3.0,G,Legendary Creature — Elf Druid,rare,2,2,,masters,178,2022,True,False,1,True,True,208,851
Dungeon Descent,0.0,,Land,rare,,,Venture into the dungeon,expansion,224,2021,False,False,0,False,False,558,5334
Island Sanctuary,2.0,W,Enchantment,rare,,,,masters,185,2011,True,False,1,False,False,4405,6430
Mind Spring,2.0,U,Sorcery,rare,,,,commander,13,2020,True,False,1,False,False,1020,3013
Bloodsworn Steward,4.0,R,Creature — Vampire Knight,rare,4,4,Flying,commander,64,2022,True,False,1,True,False,285,4740
Collective Effort,3.0,W,Sorcery,rare,,,Escalate,expansion,266,2016,False,False,1,False,False,2385,3706
Temur Ascendancy,3.0,"G,R,U",Enchantment,rare,,,,expansion,141,2014,False,False,3,False,False,3050,862
Tovolar's Huntmaster // Tovolar's Packleader,6.0,G,Creature — Human Werewolf // Creature — Werewolf,rare,,,"Daybound,Fight,Nightbound",expansion,0,2021,False,False,1,True,False,495,3812
Frontline Medic,3.0,W,Creature — Human Cleric,rare,3,3,Battalion,draft_innovation,244,2022,True,False,1,True,False,236,2551
Body Snatcher,4.0,B,Creature — Phyrexian Minion,rare,2,2,,expansion,204,1999,False,False,1,True,False,8640,7169
Nylea's Colossus,7.0,G,Enchantment Creature — Giant,rare,6,6,Constellation,commander,171,2018,False,False,1,True,False,1637,3780
Primal Might,1.0,G,Sorcery,rare,,,Fight,core,117,2020,False,False,1,False,False,943,3642
Sanguine Bond,5.0,B,Enchantment,rare,,,,commander,61,2021,True,False,1,False,False,649,472
"Grenzo, Havoc Raiser",2.0,R,Legendary Creature — Goblin Rogue,rare,2,2,Goad,draft_innovation,290,2016,False,False,1,True,True,2350,2811
Loxodon Gatekeeper,4.0,W,Creature — Elephant Soldier,rare,2,3,,expansion,84,2005,False,False,1,True,False,6326,6830
Lord of the Undead,3.0,B,Creature — Zombie,rare,2,2,,core,106,2007,True,False,1,True,False,5682,2492
Balthor the Defiled,4.0,B,Legendary Creature — Zombie Dwarf,rare,2,2,,expansion,163,2002,False,False,1,True,True,7555,6296
Veiled Crocodile,3.0,U,Enchantment,rare,,,,expansion,125,1998,False,False,1,False,False,8878,22864
Myr Welder,3.0,,Artifact Creature — Myr,rare,1,4,Imprint,expansion,127,2011,False,False,0,True,False,4380,5715
Awakened Amalgam,4.0,,Artifact Creature — Golem,rare,*,*,,expansion,107,2018,False,False,0,True,False,1839,12652
Surgical Extraction,1.0,B,Instant,rare,,,,masters,257,2022,True,False,1,False,False,208,15146
"Verrak, Warped Sengir",3.0,"B,W",Legendary Creature — Vampire,rare,2,2,"Deathtouch,Flying,Lifelink",commander,226,2022,False,False,2,True,True,145,8989
Pattern of Rebirth,4.0,G,Enchantment — Aura,rare,,,Enchant,masters,169,2018,True,False,1,False,False,1517,2891
Palladia-Mors,8.0,"G,R,W",Legendary Creature — Elder Dragon,rare,7,7,"Flying,Trample",masters,98,2009,True,False,3,True,True,4895,17752
Shadowgrange Archfiend,7.0,B,Creature — Demon,rare,8,4,Madness,commander,372,2021,False,False,1,True,False,439,3418
Reforge the Soul,5.0,R,Sorcery,rare,,,Miracle,commander,177,2016,True,False,1,False,False,2273,1045
Kher Keep,0.0,R,Legendary Land,rare,,,,draft_innovation,93,2022,True,False,1,False,True,236,1306
Rites of Flourishing,3.0,G,Enchantment,rare,,,,commander,146,2020,True,False,1,False,False,859,1275
Niblis of Frost,4.0,U,Creature — Spirit,rare,3,3,"Flying,Prowess",commander,257,2020,True,False,1,True,False,1020,5588
Netherborn Altar,2.0,B,Artifact,rare,,,,commander,165,2020,False,False,1,False,False,1020,5166
Sylvan Library,2.0,G,Enchantment,rare,,,,arsenal,204,2020,True,False,1,False,False,789,107
Witch of the Moors,5.0,B,Creature — Human Warlock,rare,4,4,Deathtouch,draft_innovation,191,2020,False,False,1,True,False,929,2000
Shacklegeist,2.0,U,Creature — Spirit,rare,2,2,Flying,commander,134,2021,True,False,1,True,False,439,6057
Voice of All,4.0,W,Creature — Angel,rare,2,2,Flying,commander,113,2017,True,False,1,True,False,2063,14368
Afiya Grove,2.0,G,Enchantment,rare,,,,expansion,220,1996,False,True,1,False,False,9612,18538
Deathlace,1.0,B,Instant,rare,,,,core,91,1995,True,False,1,False,False,10168,22953
Rockfall Vale,0.0,"G,R",Land,rare,,,,expansion,108,2021,False,False,2,False,False,495,363
Falkenrath Pit Fighter,1.0,R,Creature — Vampire Warrior,rare,2,1,,expansion,110,2021,False,False,1,True,False,495,5538
Sarevok's Tome,4.0,,Artifact,rare,,,,draft_innovation,311,2022,False,False,0,False,False,236,5405
Academy Rector,4.0,W,Creature — Human Cleric,rare,1,2,,expansion,149,1999,False,True,1,True,False,8640,3191
Quicksilver Amulet,4.0,,Artifact,rare,,,,core,74,2011,True,False,0,False,False,4219,2088
Doomed Necromancer,3.0,B,Creature — Human Cleric Mercenary,rare,2,2,,commander,107,2021,True,False,1,True,False,558,1666
Over the Top,7.0,R,Sorcery,rare,,,,expansion,233,2022,False,False,1,False,False,75,11939
Orim's Chant,1.0,W,Instant,rare,,,Kicker,expansion,169,2001,False,False,1,False,False,8031,6875
Slaughter Pact,0.0,B,Instant,rare,,,,masters,116,2021,True,False,1,False,False,684,2429
The Abyss,4.0,B,World Enchantment,rare,,,,masters,140,2009,True,True,1,False,False,4895,14003
Nomads' Assembly,6.0,W,Sorcery,rare,,,Rebound,commander,252,2014,True,False,1,False,False,3008,6546
Trench Gorger,8.0,U,Creature — Leviathan,rare,6,6,Trample,commander,244,2011,False,False,1,True,False,4247,11733
Dense Foliage,3.0,G,Enchantment,rare,,,,core,41,1999,True,False,1,False,False,8687,13071
Hollow One,5.0,,Artifact Creature — Golem,rare,4,4,Cycling,expansion,136,2017,False,False,0,True,False,2028,10405
Disallow,3.0,U,Instant,rare,,,,expansion,98,2017,False,False,1,False,False,2203,1013
Pulse of the Forge,3.0,R,Instant,rare,,,,expansion,192,2004,False,False,1,False,False,6935,15543
Fight to the Death,2.0,"R,W",Instant,rare,,,,expansion,57,2009,False,False,2,False,False,5025,9661
Court of Bounty,4.0,G,Enchantment,rare,,,,draft_innovation,266,2020,False,False,1,False,False,803,1692
Words of Wind,3.0,U,Enchantment,rare,,,,expansion,125,2002,False,False,1,False,False,7422,8334
Aminatou's Augury,8.0,U,Sorcery,rare,,,,commander,243,2018,False,False,1,False,False,1637,2518
Galvanoth,5.0,R,Creature — Beast,rare,3,3,,duel_deck,160,2012,True,False,1,True,False,3799,8751
Diamond Faerie,5.0,"G,U,W",Snow Creature — Faerie,rare,3,3,Flying,expansion,122,2006,False,False,3,True,False,6039,14006
Triskelavus,7.0,,Artifact Creature — Construct,rare,1,1,Flying,commander,271,2018,True,False,0,True,False,1699,14112
Slippery Bogbonder,4.0,G,Creature — Human Druid,rare,3,3,"Hexproof,Flash",commander,191,2022,True,False,1,True,False,278,2093
The Golden Throne,4.0,,Legendary Artifact,rare,,,"Arcane Life-support,A Thousand Souls Die Every Day",commander,217,2022,False,False,0,False,True,117,5475
Ring of Renewal,5.0,,Artifact,rare,,,,masters,56,2011,True,True,0,False,False,4405,22932
Maestros Diabolist,3.0,"B,R,U",Creature — Vampire Warrior,rare,1,4,"Haste,Deathtouch",expansion,214,2022,False,False,3,True,False,278,13662
Argent Sphinx,4.0,U,Creature — Sphinx,rare,4,3,"Flying,Metalcraft",masters,186,2015,True,False,1,True,False,2812,9052
Guiding Spirit,3.0,"U,W",Creature — Angel Spirit,rare,1,2,Flying,expansion,123,1997,False,True,2,True,False,9494,20064
Sulfur Falls,0.0,"R,U",Land,rare,,,,commander,107,2022,True,False,2,False,False,285,184
Blacklance Paragon,2.0,B,Creature — Human Knight,rare,3,1,Flash,expansion,116,2019,False,False,1,True,False,1216,8095
Armageddon Clock,6.0,,Artifact,rare,,,,masters,317,2011,True,False,0,False,False,4405,13738
"Kambal, Consul of Allocation",3.0,"B,W",Legendary Creature — Human Advisor,rare,2,3,,masters,93,2022,True,False,2,True,True,208,908
Mana Bloom,1.0,G,Enchantment,rare,,,,expansion,269,2012,False,False,1,False,False,3771,5960
Odds // Ends,7.0,"R,U,W",Instant // Instant,rare,,,,expansion,0,2006,False,False,3,False,False,6116,18589
Shakedown Heavy,3.0,B,Creature — Ogre Warrior,rare,6,4,Menace,expansion,144,2022,False,False,1,True,False,278,5994
Saproling Infestation,2.0,G,Enchantment,rare,,,,expansion,81,2000,False,False,1,False,False,8157,16037
Commandeer,7.0,U,Instant,rare,,,,expansion,279,2006,False,False,1,False,False,6039,5653
Artifact Mutation,2.0,"G,R",Instant,rare,,,,commander,134,2022,True,False,2,False,False,278,1436
"Kotose, the Silent Spider",5.0,"B,U",Legendary Creature — Human Ninja,rare,4,4,,expansion,424,2022,False,False,2,True,True,348,10518
Jeweled Spirit,5.0,W,Creature — Spirit,rare,3,3,Flying,expansion,126,2000,False,False,1,True,False,8276,22378
Primeval Spawn,10.0,"B,G,R,U,W",Creature — Avatar,rare,10,10,"Lifelink,Vigilance,Trample",commander,345,2022,False,False,5,True,False,145,8372
Fatespinner,3.0,U,Creature — Human Wizard,rare,1,2,,expansion,173,2003,False,False,1,True,False,7062,4263
Mausoleum Secrets,2.0,B,Instant,rare,,,Undergrowth,expansion,184,2018,False,False,1,False,False,1580,2621
Time Wipe,5.0,"U,W",Sorcery,rare,,,,commander,78,2022,True,False,2,False,False,145,820
Unliving Psychopath,4.0,B,Creature — Zombie Assassin,rare,0,4,,expansion,138,2006,False,False,1,True,False,6116,19486
Martyr's Bond,6.0,W,Enchantment,rare,,,,commander,179,2011,False,False,1,False,False,4247,4701
Rishadan Dockhand,1.0,U,Creature — Merfolk,rare,1,2,"Landwalk,Islandwalk",draft_innovation,118,2021,False,False,1,True,False,593,8907
Coffin Queen,3.0,B,Creature — Zombie Wizard,rare,1,1,,masters,253,2015,True,False,1,True,False,2828,9153
Jetmir's Garden,0.0,"G,R,W",Land — Mountain Forest Plains,rare,,,Cycling,expansion,126,2022,False,False,3,False,False,278,624
City of Traitors,0.0,,Land,rare,,,,masters,72,2015,True,True,0,False,False,2828,3096
Volrath the Fallen,6.0,B,Legendary Creature — Phyrexian Shapeshifter,rare,6,4,,expansion,125,2000,False,False,1,True,True,8388,14766
Marrow-Gnawer,5.0,B,Legendary Creature — Rat Rogue,rare,2,3,,expansion,124,2004,False,False,1,True,True,6697,3811
Shrine of the Forsaken Gods,0.0,,Land,rare,,,,commander,127,2019,True,False,0,False,False,1258,1518
Shadow Kin,4.0,U,Creature — Shapeshifter,rare,2,2,"Mill,Flash",commander,216,2021,False,False,1,True,False,495,4279
"Vorosh, the Hunter",6.0,"B,G,U",Legendary Creature — Dragon,rare,6,6,Flying,commander,132,2018,True,False,3,True,True,1699,10914
Red Sun's Twilight,2.0,R,Sorcery,rare,,,,expansion,201,2023,False,False,1,False,False,-2,10681
"Greel, Mind Raker",5.0,B,Legendary Creature — Horror Spellshaper,rare,3,3,,expansion,73,2000,False,False,1,True,True,8276,15469
Snake Basket,4.0,,Artifact,rare,,,,core,98,1999,True,False,0,False,False,8687,11002
Grove of the Burnwillows,0.0,"G,R",Land,rare,,,,masters,62,2017,True,False,2,False,False,1902,2604
Birthing Pod,4.0,G,Artifact,rare,,,,expansion,271,2011,False,False,1,False,False,4282,1099
Lhurgoyf,4.0,G,Creature — Lhurgoyf,rare,*,1+*,,commander,125,2018,True,False,1,True,False,1699,9658
Genestealer Patriarch,5.0,U,Creature — Tyranid,rare,4,4,"Genestealer's Kiss,Children of the Cult",commander,317,2022,False,False,1,True,False,117,11272
Mindsplice Apparatus,4.0,U,Artifact,rare,,,Flash,expansion,186,2023,False,False,1,False,False,-2,10964
Myojin of Towering Might,8.0,G,Legendary Creature — Spirit,rare,8,8,,commander,298,2022,False,False,1,True,True,348,7741
Endless Horizons,4.0,W,Enchantment,rare,,,,expansion,228,2008,False,False,1,False,False,5304,9765
Storm the Vault // Vault of Catlacan,4.0,"R,U",Legendary Enchantment // Legendary Land,rare,,,Transform,expansion,0,2018,False,False,2,False,True,1839,1748
Retaliate,4.0,W,Instant,rare,,,,expansion,57,2004,False,False,1,False,False,6816,17015
Rumbling Crescendo,5.0,R,Enchantment,rare,,,,expansion,211,1998,False,False,1,False,False,8878,18768
Awaken the Sky Tyrant,4.0,R,Enchantment,rare,,,,commander,151,2015,False,False,1,False,False,2637,16517
Wood Elemental,4.0,G,Creature — Elemental,rare,*,*,,masters,202,2011,True,True,1,True,False,4405,22215
Brutal Expulsion,4.0,"R,U",Instant,rare,,,Devoid,expansion,250,2015,False,False,2,False,False,2679,13758
Grim Hireling,4.0,B,Creature — Tiefling Rogue,rare,3,2,,draft_innovation,204,2022,True,False,1,True,False,236,731
Invoke Despair,5.0,B,Sorcery,rare,,,,expansion,155,2022,False,False,1,False,False,348,4804
Living Artifact,1.0,G,Enchantment — Aura,rare,,,Enchant,core,215,1997,True,False,1,False,False,9445,22111
"Sram, Senior Edificer",2.0,W,Legendary Creature — Dwarf Advisor,rare,2,2,,commander,68,2022,True,False,1,True,True,348,471
"Kazuul, Tyrant of the Cliffs",5.0,R,Legendary Creature — Ogre Warrior,rare,5,4,,draft_innovation,162,2022,True,False,1,True,True,236,1488
Fated Return,7.0,B,Instant,rare,,,Scry,commander,271,2020,True,False,1,False,False,859,6973
"Oran-Rief, the Vastwood",0.0,G,Land,rare,,,,commander,156,2022,True,False,1,False,False,348,493
Ivory Gargoyle,5.0,W,Creature — Gargoyle,rare,2,2,Flying,masters,189,2008,True,True,1,True,False,5245,23557
Waves of Aggression,5.0,"R,W",Sorcery,rare,,,Retrace,expansion,259,2008,False,False,2,False,False,5304,5755
Precognitive Perception,5.0,U,Instant,rare,,,"Scry,Addendum",expansion,114,2019,False,False,1,False,False,1468,7203
Ramunap Hydra,4.0,G,Creature — Snake Hydra,rare,3,3,"Reach,Vigilance,Trample",expansion,161,2017,False,False,1,True,False,2028,11208
Unmarked Grave,2.0,B,Sorcery,rare,,,,draft_innovation,93,2021,False,False,1,False,False,593,933
Anthem of Rakdos,5.0,"B,R",Enchantment,rare,,,Hellbent,expansion,298,2006,False,False,2,False,False,6116,13051
Invoke Calamity,5.0,R,Instant,rare,,,,expansion,242,2022,False,False,1,False,False,348,3858
"Ormos, Archive Keeper",6.0,U,Legendary Creature — Sphinx,rare,5,5,Flying,draft_innovation,198,2020,False,False,1,True,True,929,8342
Cascade Bluffs,0.0,"R,U",Land,rare,,,,commander,56,2022,True,False,2,False,False,278,577
The Biblioplex,0.0,,Land,rare,,,,expansion,283,2021,False,False,0,False,False,649,8509
Savai Triome,0.0,"B,R,W",Land — Mountain Plains Swamp,rare,,,Cycling,expansion,123,2020,False,False,3,False,False,1013,323
"Atemsis, All-Seeing",6.0,U,Legendary Creature — Sphinx,rare,4,5,Flying,core,240,2019,False,False,1,True,True,1300,5851
Kessig Wolfrider,1.0,R,Creature — Human Knight,rare,1,2,Menace,expansion,96,2021,False,False,1,True,False,439,14418
Hiveheart Shaman,4.0,G,Creature — Human Shaman,rare,3,5,,expansion,363,2021,False,False,1,True,False,439,17579
The Brothers' War,4.0,R,Enchantment — Saga,rare,,,,commander,398,2022,False,False,1,False,False,75,12208
Battle at the Bridge,1.0,B,Sorcery,rare,,,Improvise,expansion,195,2017,False,False,1,False,False,2203,9336
Flowstone Overseer,5.0,R,Creature — Beast,rare,4,4,,expansion,53,2000,False,False,1,True,False,8388,23077
Grave Sifter,6.0,G,Creature — Elemental Beast,rare,5,7,,commander,158,2017,True,False,1,True,False,2063,10368
Lotus Cobra,2.0,G,Creature — Snake,rare,2,1,Landfall,expansion,96,2020,True,False,1,True,False,859,299
Declaration in Stone,2.0,W,Sorcery,rare,,,Investigate,commander,175,2022,True,False,1,False,False,278,8684
Hope of Ghirapur,1.0,,Legendary Artifact Creature — Thopter,rare,1,1,Flying,expansion,159,2017,False,False,0,True,True,2203,1602
Bogbrew Witch,4.0,B,Creature — Human Wizard,rare,1,3,,draft_innovation,133,2020,True,False,1,True,False,929,14959
Delraich,7.0,B,Creature — Horror,rare,6,6,Trample,expansion,87,1999,False,False,1,True,False,8521,19713
Bastion Protector,3.0,W,Creature — Human Soldier,rare,3,3,,commander,66,2021,True,False,1,True,False,495,1526
Thrilling Encore,5.0,B,Instant,rare,,,,draft_innovation,132,2018,False,False,1,False,False,1699,4148
Baral's Expertise,5.0,U,Sorcery,rare,,,,expansion,168,2017,False,False,1,False,False,2203,3407
Dancing Sword,2.0,W,Artifact — Equipment,rare,,,Equip,expansion,196,2021,False,False,1,False,False,558,12749
Archwing Dragon,4.0,R,Creature — Dragon,rare,4,4,"Flying,Haste",expansion,91,2012,False,False,1,True,False,3925,10733
Keldon Battlewagon,5.0,,Artifact Creature — Juggernaut,rare,0,3,Trample,expansion,244,2000,False,False,0,True,False,8276,20703
"Zeriam, Golden Wind",4.0,W,Legendary Creature — Griffin,rare,3,4,Flying,commander,125,2022,False,False,1,True,True,145,9930
Predator Dragon,6.0,R,Creature — Dragon,rare,4,4,"Flying,Haste,Devour",expansion,179,2008,False,False,1,True,False,5234,14780
Reap the Past,2.0,"G,R",Sorcery,rare,,,,draft_innovation,79,2019,False,False,2,False,False,1328,5408
Voracious Greatshark,5.0,U,Creature — Shark,rare,5,4,Flash,expansion,98,2020,False,False,1,True,False,1013,6432
Psychic Theft,2.0,U,Sorcery,rare,,,,expansion,257,2000,False,False,1,False,False,8276,18603
"Karn, the Great Creator",4.0,,Legendary Planeswalker — Karn,rare,,,,expansion,371,2019,False,False,0,False,True,1370,1126
Mistcaller,1.0,U,Creature — Merfolk Wizard,rare,1,1,,core,129,2018,False,False,1,True,False,1664,8383
Norn's Annex,5.0,W,Artifact,rare,,,,expansion,166,2011,False,False,1,False,False,4282,2001
Peacekeeper,3.0,W,Creature — Human,rare,1,1,,expansion,101,1997,False,True,1,True,False,9368,9759
